GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MTUS2	20.708716413892	-2.12339562570372	0.488188709827655	-4.34953857587845	1.36424284744244e-05	0.000272772778219185
STC2	1282.41751507043	-2.23947517327151	0.378529075128472	-5.91625669048392	3.29351080584907e-09	2.69394213414791e-07
TRPM3	21.0490620015346	2.9439635872216	0.879063735803474	3.34897626567519	0.000811107436123852	0.0070212147388349
RXRG	15.3834278942025	-2.473371295623	0.519576732197467	-4.76035808062896	1.93249784329892e-06	5.57892492355574e-05
BATF3	18.3246761995621	2.04047490058231	0.53953593463413	3.78190731997489	0.000155631309296767	0.00190949005281499
IQCA1	32.8377832385144	-2.04793537276997	0.617031290009491	-3.31901381004272	0.00090335961721401	0.00766188042974051
EDNRB	27.3655290065945	-2.90560098446894	0.447641021174668	-6.49091760367329	8.53151325155203e-11	9.6962893238955e-09
RSPO3	128.294423478335	-3.87715277884759	0.486983843689954	-7.96156346680783	1.69878889053027e-15	6.32476677622599e-13
SGK2	29.6884074047866	2.97283311931241	0.845716151100743	3.51516654310446	0.00043947828838558	0.00433733736718383
BCL2L15	6.98600299028095	4.62486121097278	0.900037629741106	5.1385198331131	2.76910972071818e-07	1.1325029414619e-05
KIF26A	8.61384078434873	-3.255129948803	0.499524299749527	-6.51645966059149	7.19861569613401e-11	8.44820148599553e-09
TAGLN3	463.940884020121	2.05107893973206	0.594986107126366	3.44727198696833	0.000566278178161112	0.00528444726845767
NPY1R	3.34698099005963	-3.48853422325184	0.820933824083225	-4.24947068924544	2.14276243847936e-05	0.000396833722954746
TCF7	25.0901365466835	-2.09063973002964	0.370429569210699	-5.64382517973474	1.66312952922868e-08	1.06253310811137e-06
TPPP	117.649958126043	-2.31759441837701	0.389999805025431	-5.94255276159917	2.80617289556833e-09	2.33063451949625e-07
CNTNAP2	214.27251238611	-3.06293438010001	0.533516076644858	-5.74103483321813	9.40997305518519e-09	6.34996744230216e-07
LOC103900271	62.6959372923029	4.73227031787043	1.0523964726137	4.49666113581463	6.90288700271417e-06	0.000153354878535607
LMOD2	3308.94112252937	-2.98251942187593	0.685877037799381	-4.34847539355635	1.37087195826318e-05	0.000273202483537105
PTPRO	95.9447441909017	-2.38367265988607	0.362665393572353	-6.5726498919741	4.94275874027649e-11	6.06442796804151e-09
SFRP2	12.9933888449489	2.16620968608344	0.577830998671287	3.74886375266229	0.00017763755154712	0.00211359898598037
CHODL	5.61147693264582	2.46684398169555	0.748338834195513	3.29642652361812	0.000979232252614173	0.00815694478196563
SLC35F3	21.9455092670924	-2.55961234873839	0.715353864794645	-3.57810654936934	0.000346092369872675	0.0035861413795732
